ID,Name,Nationality,Overall,Value,Wage,Preferred Foot,Work Rate,Body Type,Position,Height,Weight,Release Clause,Year,in_2019,in_2020,in_2021,in_2022,in_2023,Age in 2019,Age in 2023,2019 Club,2020 Club,2021 Club,2022 Club,2023 Club,Total Clubs 2019-2023
200607,C. Schindler,Germany,72,€1.5M,€9K,Right,Medium/ Medium,Normal (185+),Right Centre Back,188cm,77kg,€2.4M,2023,1,1,1,1,1,28,32,Huddersfield Town,Huddersfield Town,Huddersfield Town,1. FC Nürnberg,1. FC Nürnberg,2
232185,C. Brittain,England,69,€1.9M,€15K,Right,High/ Medium,Normal (170-185),Right Back,181cm,68kg,€3.8M,2023,1,1,1,1,1,20,24,Milton Keynes Dons,Milton Keynes Dons,Milton Keynes Dons,Barnsley,Blackburn Rovers,3
231263,J. Gélin,France,69,€1.8M,€3K,Right,Medium/ Medium,Normal (170-185),Centre Defensive Midfield,183cm,79kg,€3.3M,2023,1,1,1,1,1,21,25,Stade Rennais FC,Stade Rennais FC,Stade Rennais FC,Stade Rennais FC,Amiens SC,2
232963,T. Kanamori,Japan,64,€625K,€1K,Right,High/ Medium,Lean (170-185),Left Midfield,171cm,74kg,€781K,2023,1,1,1,1,1,24,27,Sagan Tosu,Sagan Tosu,Sagan Tosu,Avispa Fukuoka,Avispa Fukuoka,2
236721,L. Fomba,France,72,€4.4M,€5K,Right,Medium/ High,Lean (185+),Right Centre Midfield,188cm,68kg,€8.6M,2023,1,1,1,1,1,20,24,AJ Auxerre,Nîmes Olympique,Nîmes Olympique,Nîmes Olympique,Nîmes Olympique,2
219670,G. Piovi,Argentina,74,€4.1M,€15K,Left,Medium/ Medium,Lean (170-185),Left Back,180cm,72kg,€6.2M,2023,1,1,1,1,1,23,27,Gimnasia y Esgrima La Plata,Defensa y Justicia,Club Atlético Colón,Club Atlético Colón,Racing Club,4
224221,J. Andersen,Denmark,77,€12M,€48K,Right,Medium/ Medium,Normal (185+),Substitute,192cm,90kg,€23.7M,2023,1,1,1,1,1,22,26,Sampdoria,Olympique Lyonnais,Olympique Lyonnais,Crystal Palace,Crystal Palace,3
231786,A. Šporar,Slovenia,72,€2.4M,€750,Right,Medium/ Low,Normal (185+),Substitute,186cm,82kg,€5.3M,2023,1,1,1,1,1,24,28,Free Agent,Sporting CP,Sporting CP,Middlesbrough,Panathinaikos FC,4
225811,M. Moreno,Colombia,68,€1.6M,€35K,Right,High/ High,Lean (170-185),Reserve,171cm,66kg,€3.1M,2023,1,1,1,1,1,21,25,Santos Laguna,Portimonense SC,Portimonense SC,KV Kortrijk,Manchester City,4
183556,N. Subotić,Serbia,71,€1.3M,€9K,Right,Medium/ Medium,Normal (185+),Centre Back,193cm,85kg,€1.9M,2023,1,1,1,1,1,29,31,AS Saint-Étienne,1. FC Union Berlin,Denizlispor,SC Rheindorf Altach,SC Rheindorf Altach,4
213017,B. Davies,England,73,€3.5M,€36K,Left,Medium/ Medium,Lean (185+),Left Centre Back,185cm,74kg,€6.6M,2023,1,1,1,1,1,22,26,Preston North End,Preston North End,Preston North End,Sheffield United,Rangers FC,3
212516,J. Souttar,Scotland,71,€2.3M,€27K,Right,Medium/ Medium,Stocky (185+),Substitute,189cm,75kg,€4.3M,2023,1,1,1,1,1,21,25,Heart of Midlothian,Heart of Midlothian,Heart of Midlothian,Heart of Midlothian,Rangers FC,2
229742,H. Alpsoy,Turkey,64,€800K,€3K,Right,Medium/ High,Normal (185+),Substitute,185cm,78kg,€1.7M,2023,1,1,1,1,1,21,24,Antalyaspor,Antalyaspor,Antalyaspor,Antalyaspor,Antalyaspor,1
213328,S. Miangue,Belgium,68,€1.6M,€6K,Left,Medium/ Medium,Normal (185+),Left Back,197cm,81kg,€2.4M,2023,1,1,1,1,1,21,25,Standard de Liège,Standard de Liège,KAS Eupen,KSV Cercle Brugge,KSV Cercle Brugge,3
220197,K. Bryan,England,66,€1.1M,€9K,Left,Medium/ Medium,Normal (185+),Substitute,185cm,72kg,€2.2M,2023,1,1,1,1,1,21,25,Sheffield United,Bolton Wanderers,Sheffield United,West Bromwich Albion,West Bromwich Albion,3
235658,V. Nelsson,Denmark,75,€8M,€42K,Right,Medium/ High,Normal (185+),Right Centre Back,185cm,78kg,€16.8M,2023,1,1,1,1,1,19,23,FC Nordsjælland,FC København,FC København,Galatasaray SK,Galatasaray SK,3
243049,M. Viviani,Italy,69,€3M,€2K,Right,Medium/ Medium,Lean (170-185),Centre Defensive Midfield,183cm,74kg,€5.4M,2023,1,1,1,1,1,17,21,Brescia,Brescia,Brescia,Benevento,Benevento,2
225539,D. Solanke,England,75,€8M,€40K,Right,High/ Medium,Lean (185+),Striker,187cm,80kg,€16.6M,2023,1,1,1,1,1,20,24,Bournemouth,Bournemouth,Bournemouth,AFC Bournemouth,AFC Bournemouth,2
236454,S. Doumbia,Côte d'Ivoire,73,€3.9M,€17K,Left,High/ Medium,Lean (170-185),Left Back,175cm,64kg,€8.1M,2023,1,1,1,1,1,21,25,Stade Rennais FC,Angers SCO,Angers SCO,Angers SCO,Angers SCO,2
244186,L. uquinhas,Brazil,74,€5.5M,€8K,Right,High/ Medium,Normal (170-),Centre Attacking Midfield,170cm,60kg,€8.4M,2023,1,1,1,1,1,21,25,CD Aves,Legia Warszawa,Legia Warszawa,Legia Warszawa,New York Red Bulls,3
227602,F. Álvarez,Argentina,67,€1M,€6K,Right,Low/ Low,Lean (170-185),Substitute,184cm,75kg,€1.5M,2023,1,1,1,1,1,25,29,LA Galaxy,U.N.A.M.,U.N.A.M.,Club Universidad Nacional,Club Atlético Talleres,4
244675,S. ancet,Spain,76,€17M,€24K,Right,Medium/ Medium,Lean (185+),Centre Attacking Midfield,188cm,72kg,€39.1M,2023,1,1,1,1,1,18,22,Athletic Club de Bilbao,Athletic Club de Bilbao,Athletic Club de Bilbao,Athletic Club de Bilbao,Athletic Club de Bilbao,1
212244,C. Lenz,Germany,74,€4.1M,€22K,Left,Medium/ Medium,Normal (170-185),Substitute,181cm,81kg,€7.0M,2023,1,1,1,1,1,23,27,1. FC Union Berlin,1. FC Union Berlin,1. FC Union Berlin,Eintracht Frankfurt,Eintracht Frankfurt,2
236703,D. Raum,Germany,81,€34.5M,€49K,Left,High/ Medium,Normal (170-185),Left Back,180cm,75kg,€61.2M,2023,1,1,1,1,1,20,24,SpVgg Greuther Fürth,SpVgg Greuther Fürth,SpVgg Greuther Fürth,TSG Hoffenheim,RB Leipzig,3
204289,S. Berahino,Burundi,65,€775K,€2K,Right,Low/ Low,Normal (170-185),Substitute,180cm,82kg,€1.4M,2023,1,1,1,1,1,24,27,Stoke City,SV Zulte-Waregem,SV Zulte-Waregem,Sheffield Wednesday,Sheffield Wednesday,3
237840,M. Andersen,Denmark,71,€2.9M,€3K,Right,Medium/ Medium,Normal (170-185),Right Centre Midfield,175cm,64kg,€5.2M,2023,1,1,1,1,1,19,23,FC Nordsjælland,FC Nordsjælland,FC Nordsjælland,FC Nordsjælland,Venezia FC,2
235526,D. Geiger,Germany,75,€8.5M,€27K,Right,Medium/ Medium,Lean (170-185),Right Centre Midfield,173cm,67kg,€15.1M,2023,1,1,1,1,1,20,24,TSG 1899 Hoffenheim,TSG 1899 Hoffenheim,TSG 1899 Hoffenheim,TSG Hoffenheim,TSG Hoffenheim,2
235973,S. Szymański,Poland,74,€9.5M,€9K,Left,Medium/ Medium,Lean (170-185),Centre Attacking Midfield,174cm,60kg,€16.2M,2023,1,1,1,1,1,19,23,Legia Warszawa,Free Agent,Free Agent,Free Agent,Feyenoord,3
192660,S. Polter,Germany,73,€2.6M,€22K,Right,High/ Medium,Normal (185+),Substitute,192cm,94kg,€4.7M,2023,1,1,1,1,1,27,31,1. FC Union Berlin,1. FC Union Berlin,Fortuna Sittard,VfL Bochum 1848,FC Schalke 04,4
211536,M. O'Hara,Scotland,64,€675K,€2K,Right,Medium/ High,Lean (185+),Centre Defensive Midfield,188cm,80kg,€1.2M,2023,1,1,1,1,1,22,26,Lincoln City,Motherwell,Motherwell,Motherwell,St. Mirren,3
246669,B. Saka,England,82,€60.5M,€76K,Left,High/ Medium,Lean (170-185),Right Midfield,178cm,65kg,€127.1M,2023,1,1,1,1,1,16,20,Arsenal,Arsenal,Arsenal,Arsenal,Arsenal,1
229487,L. Klünter,Germany,70,€1.7M,€10K,Right,Medium/ Medium,Normal (170-185),Reserve,184cm,76kg,€2.8M,2023,1,1,1,1,1,22,26,Hertha BSC,Hertha BSC,Hertha BSC,Hertha BSC,DSC Arminia Bielefeld,2
246014,M. López,Peru,69,€2.1M,€4K,Left,High/ High,Normal (170-185),Substitute,175cm,67kg,€3.6M,2023,1,1,1,1,1,18,22,San Jose Earthquakes,San Jose Earthquakes,San Jose Earthquakes,San Jose Earthquakes,Feyenoord,2
239085,E. Haaland,Norway,88,€148M,€220K,Left,High/ Medium,Unique,Striker,195cm,94kg,€303.4M,2023,1,1,1,1,1,17,21,FC Red Bull Salzburg,Borussia Dortmund,Borussia Dortmund,Borussia Dortmund,Manchester City,3
211857,A. Muñoz,Spain,71,€1.8M,€8K,Left,High/ Medium,Normal (185+),Left Centre Back,187cm,80kg,€2.9M,2023,1,1,1,1,1,23,27,Real Zaragoza,CD Tenerife,CD Tenerife,CD Tenerife,Levante Unión Deportiva,3
230480,R. Paneira,Brazil,71,€2.2M,€13K,Right,Medium/ Medium,Normal (170-185),Substitute,184cm,78kg,€4.2M,2023,1,1,1,1,1,30,21,Grêmio,Grêmio,Grêmio,Grêmio,Grêmio,1
225964,J. Carrascal,Colombia,74,€6.5M,€31K,Right,High/ Low,Lean (170-185),Substitute,180cm,75kg,€11.7M,2023,1,1,1,1,1,20,23,River Plate,River Plate,River Plate,River Plate,PFC CSKA Moscow,2
212830,A. Mabil,Australia,70,€1.9M,€17K,Right,High/ Low,Normal (170-185),Substitute,179cm,65kg,€4.1M,2023,1,1,1,1,1,22,26,FC Midtjylland,FC Midtjylland,FC Midtjylland,FC Midtjylland,Cádiz CF,2
237499,A. Sabiri,Germany,72,€3.4M,€14K,Right,Medium/ Medium,Normal (185+),Left Centre Midfield,186cm,80kg,€6.4M,2023,1,1,1,1,1,21,25,Huddersfield Town,SC Paderborn 07,SC Paderborn 07,SC Paderborn 07,U.C. Sampdoria,3
245715,J. Shackleton,England,71,€4M,€19K,Right,High/ High,Normal (170-),Left Centre Midfield,168cm,65kg,€6.3M,2023,1,1,1,1,1,18,22,Leeds United,Leeds United,Leeds United,Leeds United,Millwall,2
242516,C. Gakpo,Netherlands,83,€52M,€29K,Right,Medium/ Medium,Lean (185+),Left Wing,189cm,76kg,€76.7M,2023,1,1,1,1,1,19,23,PSV,PSV,PSV,PSV,PSV,1
220165,J. Pohjanpalo,Finland,73,€3.3M,€39K,Right,Medium/ Medium,Normal (185+),Reserve,186cm,83kg,€5.6M,2023,1,1,1,1,1,23,27,Bayer 04 Leverkusen,Hamburger SV,Bayer 04 Leverkusen,Çaykur Rizespor,Bayer 04 Leverkusen,3
238114,C. Vargas,Mexico,66,€1.8M,€3K,Left,High/ High,Lean (170-185),Substitute,179cm,69kg,€3.4M,2023,1,1,1,1,1,19,22,Club América,Monarcas Morelia,Mazatlán FC,Mazatlán Futbol Club,Mazatlán Futbol Club,4
243657,J. Garner,England,72,€5M,€41K,Right,High/ High,Lean (170-185),Substitute,182cm,80kg,€10.5M,2023,1,1,1,1,1,17,21,Manchester United,Manchester United,Watford,Nottingham Forest,Manchester United,3
243993,E. Gallego,Spain,73,€1.3M,€8K,Left,Medium/ Low,Normal (185+),Right Striker,190cm,79kg,€2.1M,2023,1,1,1,1,1,31,35,SD Huesca,CA Osasuna,CA Osasuna,CD Tenerife,CD Tenerife,3
247729,A. Almeida,Portugal,73,€7M,€8K,Right,Medium/ Low,Lean (170-185),Left Centre Midfield,176cm,70kg,€16.1M,2023,1,1,1,1,1,18,22,Vitória Guimarães,Vitória Guimarães,Vitória Guimarães,Vitória de Guimarães,Vitória de Guimarães,2
227106,D. González,Spain,71,€2.1M,€12K,Left,Low/ Medium,Normal (185+),Substitute,185cm,83kg,€4.6M,2023,1,1,1,1,1,23,27,Málaga CF,Málaga CF,Málaga CF,Elche CF,Elche CF,2
224949,J. Dilrosun,Netherlands,72,€3.5M,€8K,Left,Medium/ Low,Normal (170-185),Left Wing,174cm,74kg,€5.5M,2023,1,1,1,1,1,20,24,Hertha BSC,Hertha BSC,Hertha BSC,FC Girondins de Bordeaux,Feyenoord,3
193092,M. Rojas,New Zealand,71,€0,€0,Right,High/ Medium,Normal (170-),Substitute,168cm,64kg,€6.3M,2023,1,1,1,1,1,26,30,SønderjyskE,Melbourne Victory,Melbourne Victory,Melbourne Victory,Free Agent,3
243792,I. Vicente,Spain,71,€3M,€6K,Right,Medium/ Medium,Lean (170-185),Left Midfield,178cm,70kg,€5.3M,2023,1,1,1,1,1,20,24,Athletic Club de Bilbao,CD Mirandés,Athletic Club de Bilbao,CD Mirandés,Racing Santander,3
211384,J. Lowe,Jamaica,71,€2M,€30K,Right,High/ High,Normal (170-185),Substitute,183cm,79kg,€4.0M,2023,1,1,1,1,1,23,27,Portsmouth,Wigan Athletic,Swansea City,AFC Bournemouth,AFC Bournemouth,4
204233,C. Musonda,Belgium,72,€3M,€56K,Right,Medium/ Medium,Lean (170-185),Reserve,173cm,66kg,€5.8M,2023,1,1,1,1,1,21,24,Vitesse,Vitesse,Chelsea,Chelsea,Chelsea,2
194201,P. Jansson,Sweden,75,€3.8M,€38K,Right,Medium/ Medium,Normal (185+),Right Centre Back,194cm,86kg,€7.2M,2023,1,1,1,1,1,27,31,Leeds United,Brentford,Brentford,Brentford,Brentford,2
238068,M. Richter,Germany,74,€6M,€22K,Right,Medium/ Medium,Normal (170-185),Substitute,176cm,74kg,€10.7M,2023,1,1,1,1,1,20,24,FC Augsburg,FC Augsburg,FC Augsburg,Hertha BSC,Hertha BSC,2
226430,S. Hakšabanović,Montenegro,72,€5.5M,€7K,Right,High/ Low,Normal (170-185),Left Wing,173cm,74kg,€8.0M,2023,1,1,1,1,1,19,22,IFK Norrköping,IFK Norrköping,IFK Norrköping,IFK Norrköping,Djurgårdens IF,2
213339,B. Garmston,Republic of Ireland,61,€275K,€2K,Left,Medium/ Medium,Normal (170-185),Substitute,183cm,84kg,€502K,2023,1,1,1,1,1,24,25,Gillingham,Grimsby Town,Grimsby Town,Grimsby Town,Grimsby Town,2
198437,T. Bradshaw,Wales,69,€1.4M,€9K,Right,High/ Medium,Normal (170-185),Left Striker,178cm,71kg,€2.7M,2023,1,1,1,1,1,25,29,Millwall,Millwall,Millwall,Millwall,Millwall,1
221350,T. Ambrose,France,71,€2.8M,€9K,Right,High/ Medium,Stocky (170-185),Right Striker,178cm,76kg,€4.3M,2023,1,1,1,1,1,21,25,Racing Club de Lens,FC Metz,FC Metz,KV Oostende,KV Oostende,3
243963,K. Magennis,Scotland,65,€1.1M,€2K,Right,High/ High,Stocky (170-185),Reserve,181cm,73kg,€2.0M,2023,1,1,1,1,1,19,23,St. Mirren,St. Mirren,St. Mirren,Hibernian,Hibernian,2
237122,T. Guidara,Argentina,73,€3.7M,€12K,Right,High/ High,Normal (170-185),Right Back,173cm,70kg,€5.8M,2023,1,1,1,1,1,22,26,Belgrano de Córdoba,Vélez Sarsfield,Vélez Sarsfield,Vélez Sarsfield,Vélez Sarsfield,2
214766,C. Izquierdoz,Argentina,77,€5M,€11K,Right,Low/ High,Normal (185+),Left Centre Back,185cm,85kg,€8.0M,2023,1,1,1,1,1,29,33,Boca Juniors,Boca Juniors,Boca Juniors,Boca Juniors,Real Sporting de Gijón,2
243591,F. Andrade,Brazil,69,€1.4M,€7K,Right,High/ Medium,Normal (170-185),Reserve,180cm,79kg,€2.8M,2023,1,1,1,1,1,25,29,FC Porto,Sivasspor,FC Porto,Al Fayha,FC Porto,3
233731,A. Isak,Sweden,80,€33M,€37K,Right,High/ Low,Unique,Striker,192cm,77kg,€71.8M,2023,1,1,1,1,1,18,22,Willem II,Real Sociedad,Real Sociedad,Real Sociedad,Real Sociedad,2
235152,F. Kadioglu,Turkey,73,€6M,€36K,Right,High/ Medium,Normal (170-185),Left Back,174cm,73kg,€12.6M,2023,1,1,1,1,1,18,22,Fenerbahçe SK,Fenerbahçe SK,Fenerbahçe SK,Fenerbahçe SK,Fenerbahçe SK,1
243388,B. Sosa,Croatia,78,€20M,€22K,Left,High/ Low,Lean (185+),Left Midfield,187cm,79kg,€37.5M,2023,1,1,1,1,1,20,24,VfB Stuttgart,VfB Stuttgart,VfB Stuttgart,VfB Stuttgart,VfB Stuttgart,1
233409,R. Gumny,Poland,71,€2.6M,€13K,Right,High/ High,Lean (170-185),Substitute,182cm,71kg,€4.9M,2023,1,1,1,1,1,20,24,Lech Poznań,Lech Poznań,FC Augsburg,FC Augsburg,FC Augsburg,2
245586,G. uerrero,Spain,72,€4.5M,€11K,Left,Medium/ High,Normal (170-185),Left Midfield,174cm,67kg,€7.7M,2023,1,1,1,1,1,20,24,Valencia CF,Valencia CF,FC Lugano,FC Zürich,FC Zürich,3
232756,F. Tomori,England,84,€60.5M,€75K,Right,Medium/ High,Normal (185+),Left Centre Back,185cm,79kg,€115.0M,2023,1,1,1,1,1,20,24,Derby County,Chelsea,Chelsea,AC Milan,AC Milan,3
214639,P. ostigo,Spain,71,€900K,€8K,Right,Low/ Medium,Normal (185+),Substitute,185cm,78kg,€1.4M,2023,1,1,1,1,1,29,33,Levante UD,Levante UD,Levante UD,Levante Unión Deportiva,Levante Unión Deportiva,2
234333,M. Maolida,France,71,€2.8M,€16K,Right,Medium/ Low,Normal (170-185),Substitute,181cm,78kg,€5.0M,2023,1,1,1,1,1,19,23,OGC Nice,OGC Nice,OGC Nice,Hertha BSC,Hertha BSC,2
212382,P. Onuachu,Nigeria,79,€18M,€24K,Right,High/ Medium,Normal (185+),Striker,201cm,98kg,€27.0M,2023,1,1,1,1,1,24,28,FC Midtjylland,KRC Genk,KRC Genk,KRC Genk,KRC Genk,2
239513,J. Earl,England,68,€1.6M,€4K,Left,High/ Medium,Lean (185+),Left Centre Back,192cm,78kg,€2.9M,2023,1,1,1,1,1,19,23,Preston North End,Preston North End,Preston North End,Preston North End,Fleetwood Town,2
246947,P. Akouokou,Côte d'Ivoire,70,€3.3M,€10K,Right,Medium/ Medium,Lean (170-185),Reserve,182cm,68kg,€7.6M,2023,1,1,1,1,1,20,24,Real Betis,Real Betis,Real Betis,Real Betis Balompié,Real Betis Balompié,2
213331,J. Tah,Germany,82,€33.5M,€62K,Right,Medium/ Medium,Stocky (185+),Right Centre Back,195cm,98kg,€59.5M,2023,1,1,1,1,1,22,26,Bayer 04 Leverkusen,Bayer 04 Leverkusen,Bayer 04 Leverkusen,Bayer 04 Leverkusen,Bayer 04 Leverkusen,1
231633,I. Diop,France,77,€14M,€53K,Right,Medium/ Medium,Lean (185+),Substitute,194cm,92kg,€27.7M,2023,1,1,1,1,1,21,25,West Ham United,West Ham United,West Ham United,West Ham United,West Ham United,1
242236,F. erro,Portugal,74,€5.5M,€11K,Right,Medium/ Medium,Normal (185+),Right Centre Back,191cm,78kg,€6.3M,2023,1,1,1,1,1,21,25,SL Benfica,SL Benfica,SL Benfica,SL Benfica,Vitesse,2
239818,R. Dias,Portugal,88,€107.5M,€230K,Right,Medium/ High,Normal (185+),Right Centre Back,187cm,82kg,€206.9M,2023,1,1,1,1,1,21,25,SL Benfica,SL Benfica,Manchester City,Manchester City,Manchester City,2
231874,J. Horn,Germany,72,€2.9M,€15K,Left,Medium/ Medium,Normal (185+),Reserve,186cm,79kg,€5.4M,2023,1,1,1,1,1,21,25,1. FC Köln,Hannover 96,1. FC Köln,1. FC Köln,VfL Bochum 1848,3
239986,J. Alonso,Spain,67,€1.4M,€3K,Left,Medium/ Medium,Lean (170-185),Substitute,183cm,75kg,€2.3M,2023,1,1,1,1,1,19,23,CD Tenerife,CD Tenerife,CD Tenerife,CD Tenerife,CD Tenerife,1
176285,W. Reid,New Zealand,72,€0,€0,Right,Low/ High,Normal (185+),Centre Back,190cm,87kg,€6.3M,2023,1,1,1,1,1,29,33,West Ham United,Sporting Kansas City,Sporting Kansas City,Free Agent,Free Agent,3
187761,E. Doyle,Republic of Ireland,65,€350K,€1K,Right,High/ Medium,Normal (170-185),Striker,183cm,73kg,€543K,2023,1,1,1,1,1,30,34,Bradford City,Swindon Town,Bolton Wanderers,Bolton Wanderers,St. Patrick's Athletic,4
233260,A. Vega,Mexico,77,€0,€0,Right,Medium/ Low,Normal (170-185),Substitute,173cm,77kg,€6.3M,2023,1,1,1,1,1,20,24,Guadalajara,Guadalajara,Guadalajara,Club Deportivo Guadalajara,Free Agent,3
241941,S. Nsoki,France,73,€4.4M,€20K,Left,Medium/ Medium,Normal (170-185),Substitute,184cm,83kg,€8.4M,2023,1,1,1,1,1,19,23,Paris Saint-Germain,OGC Nice,OGC Nice,Club Brugge KV,TSG Hoffenheim,4
236572,O. Wijndal,Netherlands,79,€24M,€16K,Left,High/ High,Normal (170-185),Left Back,176cm,65kg,€35.4M,2023,1,1,1,1,1,18,22,AZ Alkmaar,AZ Alkmaar,AZ Alkmaar,AZ Alkmaar,Ajax,2
227558,J. Siebatcheu,United States,74,€5.5M,€28K,Right,Medium/ Medium,Normal (185+),Substitute,191cm,86kg,€10.3M,2023,1,1,1,1,1,22,26,Stade Rennais FC,Stade Rennais FC,BSC Young Boys,BSC Young Boys,1. FC Union Berlin,3
193422,T. Børven,Norway,69,€1.4M,€10K,Right,High/ Low,Lean (185+),Substitute,185cm,72kg,€2.8M,2023,1,1,1,1,1,26,30,Odds BK,Odds BK,MKE Ankaragücü,Gazişehir Gaziantep F.K.,Gazişehir Gaziantep F.K.,3
242002,G. Mainero,Argentina,68,€1.3M,€6K,Right,High/ High,Normal (170-185),Right Midfield,177cm,76kg,€6.3M,2023,1,1,1,1,1,23,27,Vélez Sarsfield,Defensa y Justicia,Vélez Sarsfield,Club Atlético Sarmiento,Club Atlético Sarmiento,3
221737,Y. Moreno,Colombia,72,€2.5M,€12K,Left,High/ Medium,Normal (170-185),Reserve,182cm,82kg,€4.4M,2023,1,1,1,1,1,23,26,Club León,Club León,Club León,Pachuca,Pachuca,2
234986,P. Retsos,Greece,72,€3.2M,€15K,Right,Medium/ High,Lean (185+),Substitute,186cm,79kg,€5.7M,2023,1,1,1,1,1,19,23,Bayer 04 Leverkusen,Sheffield United,Bayer 04 Leverkusen,Bayer 04 Leverkusen,Hellas Verona,3
239368,M. Bakker,Netherlands,75,€8.5M,€33K,Left,Medium/ Medium,Normal (185+),Substitute,185cm,85kg,€16.2M,2023,1,1,1,1,1,18,22,Ajax,Paris Saint-Germain,Paris Saint-Germain,Bayer 04 Leverkusen,Bayer 04 Leverkusen,3
222461,R. ochinha,Portugal,75,€6M,€14K,Right,High/ Low,Normal (170-),Substitute,169cm,63kg,€12.0M,2023,1,1,1,1,1,23,27,Vitória Guimarães,Vitória Guimarães,Vitória Guimarães,Vitória de Guimarães,Sporting CP,3
223877,D. Furlong,England,72,€2.8M,€22K,Right,Medium/ Medium,Normal (170-185),Right Back,183cm,75kg,€5.5M,2023,1,1,1,1,1,22,26,Queens Park Rangers,West Bromwich Albion,West Bromwich Albion,West Bromwich Albion,West Bromwich Albion,2
240223,M. Ristić,Serbia,74,€5M,€11K,Left,High/ Low,Stocky (170-185),Substitute,180cm,79kg,€10.4M,2023,1,1,1,1,1,22,26,Montpellier HSC,Montpellier HSC,Montpellier HSC,Montpellier Hérault SC,SL Benfica,3
210698,M. Steinmann,Germany,66,€900K,€2K,Right,Medium/ Medium,Normal (185+),Substitute,188cm,80kg,€1.1M,2023,1,1,1,1,1,23,27,Vendsyssel FF,Wellington Phoenix,Wellington Phoenix,Brisbane Roar,Brisbane Roar,3
242336,A. guado,Spain,75,€7.5M,€22K,Right,High/ Medium,Normal (170-185),Left Centre Midfield,175cm,71kg,€17.1M,2023,1,1,1,1,1,22,26,Córdoba CF,CD Numancia,Real Valladolid CF,Real Valladolid CF,Real Valladolid CF,3
169588,J. Evans,Northern Ireland,79,€5.5M,€76K,Right,Medium/ High,Lean (185+),Left Centre Back,188cm,77kg,€10.5M,2023,1,1,1,1,1,30,34,Leicester City,Leicester City,Leicester City,Leicester City,Leicester City,1
216467,J. Payne,England,65,€750K,€3K,Left,High/ Low,Normal (170-),Substitute,165cm,60kg,€1.3M,2023,1,1,1,1,1,23,27,Bradford City,Lincoln City,Swindon Town,Swindon Town,Charlton Athletic,4
243716,S. van der Water,Netherlands,69,€1.8M,€5K,Left,High/ Medium,Normal (170-185),Right Wing,184cm,74kg,€2.7M,2023,1,1,1,1,1,21,25,Heracles Almelo,Heracles Almelo,Heracles Almelo,Orlando City Soccer Club,SC Cambuur,3
233084,N. Molina,Argentina,78,€21M,€39K,Right,High/ High,Lean (170-185),Right Midfield,175cm,70kg,€47.3M,2023,1,1,1,1,1,20,24,Rosario Central,Boca Juniors,Udinese,Udinese Calcio,Atlético de Madrid,5
241925,C. Führich,Germany,74,€6M,€19K,Right,High/ Medium,Lean (170-185),Right Centre Midfield,181cm,70kg,€11.3M,2023,1,1,1,1,1,20,24,1. FC Köln,1. FC Köln,SC Paderborn 07,VfB Stuttgart,VfB Stuttgart,3
199559,R. Inglese,Italy,70,€1.6M,€4K,Right,Medium/ Medium,Normal (185+),Striker,186cm,85kg,€2.6M,2023,1,1,1,1,1,26,30,Parma,Parma,Parma,Parma,Parma,1
202170,M. Boxall,New Zealand,69,€675K,€4K,Right,Medium/ Medium,Normal (185+),Right Centre Back,188cm,91kg,€1.0M,2023,1,1,1,1,1,29,33,Minnesota United FC,Minnesota United FC,Minnesota United FC,Minnesota United FC,Minnesota United FC,1
241002,E. Sabbi,United States,67,€1.5M,€5K,Right,High/ Low,Lean (170-185),Reserve,178cm,70kg,€2.0M,2023,1,1,1,1,1,20,24,Hobro IK,Hobro IK,Odense Boldklub,Odense Boldklub,Odense Boldklub,2
235619,M. Edwards,England,78,€22M,€15K,Left,High/ Low,Normal (170-),Substitute,168cm,65kg,€48.4M,2023,1,1,1,1,1,19,23,Excelsior,Vitória Guimarães,Vitória Guimarães,Vitória de Guimarães,Sporting CP,4
239606,L. Scherff,Germany,64,€725K,€3K,Left,High/ High,Normal (170-185),Reserve,175cm,70kg,€1.2M,2023,1,1,1,1,1,21,25,FC Hansa Rostock,FC Hansa Rostock,FC Hansa Rostock,F.C. Hansa Rostock,F.C. Hansa Rostock,2
225147,C. Roberts,Wales,75,€7M,€36K,Right,High/ Medium,Normal (170-185),Right Wing Back,175cm,76kg,€13.8M,2023,1,1,1,1,1,22,26,Swansea City,Swansea City,Swansea City,Burnley,Burnley,2
239629,A. Medina,Mexico,68,€1.9M,€15K,Right,High/ Medium,Lean (170-185),Substitute,180cm,74kg,€6.3M,2023,1,1,1,1,1,20,23,Deportivo Toluca,Deportivo Toluca,Deportivo Toluca,Club Necaxa,Club Necaxa,2
240826,L. Sørensen,Denmark,62,€600K,€2K,Right,Medium/ Medium,Lean (185+),Centre Defensive Midfield,185cm,78kg,€1.1M,2023,1,1,1,1,1,18,22,Stoke City,Stoke City,Milton Keynes Dons,Lincoln City,Lincoln City,3
203528,L. Bangoura,Guinea,65,€700K,€5K,Right,Medium/ Low,Stocky (170-185),Reserve,175cm,72kg,€1.5M,2023,1,1,1,1,1,26,30,Vancouver Whitecaps FC,CD Lugo,Rayo Vallecano,CS Emelec,Rayo Vallecano,4
225748,T. Cantwell,England,74,€6M,€32K,Right,High/ Medium,Lean (170-185),Left Midfield,177cm,70kg,€11.9M,2023,1,1,1,1,1,20,24,Norwich City,Norwich City,Norwich City,Norwich City,Norwich City,1
